Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20240415
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1915;03;     0.80;     0.79;     2.15;     1.42;     2.23;     0.26;     2.19;     2.19;     2.87;     2.96;     1.37;     3.17;     0.81;     1.65;     1.47;     1.24;     1.73;
1916;03;     3.88;     3.87;     4.26;     4.56;     4.42;     2.39;     3.13;     3.12;     4.42;     4.58;     2.02;     4.57;     4.59;     3.84;     3.86;     3.89;     3.94;
1917;03;    -0.77;    -0.78;     0.80;     0.07;     0.39;    -1.54;     0.19;     0.18;     1.00;     0.93;    -0.66;     1.31;    -0.99;    -0.31;    -0.49;    -0.70;     0.00;
1918;03;     4.06;     4.05;     4.03;     3.76;     4.32;     3.43;     4.18;     4.19;     4.86;     4.45;     3.48;     4.63;     3.83;     4.19;     3.96;     3.66;     4.04;
1919;03;     2.97;     2.97;     3.36;     2.82;     3.10;     2.10;     3.11;     3.11;     3.51;     3.53;     2.19;     3.98;     2.96;     3.19;     2.90;     2.54;     3.00;
1920;03;     6.67;     6.65;     5.49;     5.14;     5.99;     6.09;     6.82;     6.83;     7.29;     6.14;     6.03;     6.44;     5.95;     6.75;     6.26;     5.64;     6.11;
1921;03;     6.54;     6.52;     4.73;     4.33;     5.42;     6.08;     6.54;     6.55;     6.41;     5.48;     6.06;     5.80;     5.78;     6.56;     5.94;     5.16;     5.63;
1922;03;     3.54;     3.53;     3.87;     3.35;     3.36;     2.94;     3.50;     3.50;     3.85;     4.08;     2.73;     4.58;     3.07;     3.75;     3.33;     2.80;     3.47;
1923;03;     4.92;     4.90;     4.78;     4.22;     5.41;     4.10;     5.26;     5.27;     6.10;     5.72;     4.31;     6.07;     4.71;     5.15;     4.85;     4.48;     4.91;
1924;03;     2.14;     2.12;     2.77;     1.84;     2.60;     1.22;     2.29;     2.29;     2.95;     3.20;     1.02;     3.65;     1.62;     2.36;     1.99;     1.52;     2.19;
1925;03;     1.72;     1.71;     0.62;     0.29;     1.25;     1.32;     2.11;     2.12;     2.20;     1.71;     1.92;     2.10;     0.96;     1.61;     1.16;     0.59;     1.29;
1926;03;     3.83;     3.82;     4.11;     3.34;     4.04;     3.47;     4.54;     4.54;     4.89;     4.57;     3.84;     4.98;     3.75;     4.21;     3.82;     3.32;     3.99;
1927;03;     6.72;     6.71;     5.03;     4.71;     5.66;     6.34;     6.60;     6.61;     6.38;     5.73;     6.18;     6.04;     5.91;     6.96;     6.36;     5.60;     5.85;
1928;03;     2.54;     2.52;     3.57;     2.70;     3.23;     2.33;     3.00;     3.00;     4.07;     3.70;     2.36;     4.14;     2.05;     2.72;     2.45;     2.11;     2.94;
1929;03;     2.26;     2.24;     2.99;     1.60;     3.39;     2.00;     2.77;     2.77;     4.04;     3.89;     1.93;     4.32;     1.86;     2.69;     2.51;     2.28;     2.59;
1930;03;     3.90;     3.90;     4.72;     4.09;     4.62;     3.15;     3.81;     3.80;     4.90;     4.97;     3.05;     5.54;     4.35;     4.13;     4.03;     3.91;     4.17;
1931;03;    -0.02;    -0.03;     0.00;    -1.12;     0.85;    -0.52;     0.87;     0.87;     1.80;     1.54;    -0.19;     2.04;    -0.17;     0.31;     0.03;    -0.32;     0.17;
1932;03;     0.71;     0.70;     0.79;    -0.10;     1.12;     0.51;     1.32;     1.32;     1.97;     1.88;     0.87;     2.66;    -0.03;     0.88;     0.55;     0.13;     0.80;
1933;03;     5.13;     5.12;     4.98;     4.05;     5.43;     4.58;     5.64;     5.65;     6.44;     5.83;     4.53;     6.46;     4.80;     5.49;     5.19;     4.82;     5.09;
1934;03;     5.13;     5.12;     3.59;     3.52;     3.69;     4.23;     4.50;     4.51;     4.28;     3.75;     4.13;     4.21;     4.48;     4.77;     4.19;     3.46;     4.09;
1935;03;     2.25;     2.24;     2.69;     1.78;     3.30;     2.20;     3.46;     3.47;     4.28;     3.90;     2.97;     4.43;     1.61;     2.72;     2.41;     2.02;     2.74;
1936;03;     4.74;     4.73;     5.37;     4.73;     5.29;     3.73;     5.06;     5.06;     6.16;     5.82;     3.61;     6.13;     4.84;     5.06;     4.85;     4.59;     4.99;
1937;03;     2.94;     2.93;     3.22;     2.96;     3.03;     1.84;     2.82;     2.81;     3.21;     3.08;     1.71;     3.64;     3.11;     3.15;     2.91;     2.62;     2.88;
1938;03;     7.36;     7.35;     6.56;     5.79;     7.12;     6.69;     7.46;     7.46;     7.61;     7.35;     6.83;     7.85;     6.88;     7.68;     7.27;     6.76;     6.96;
1939;03;     1.81;     1.80;     1.17;     0.34;     1.95;     1.59;     2.92;     2.92;     3.15;     2.34;     2.44;     2.96;     1.02;     2.19;     1.71;     1.11;     1.74;
1940;03;     1.84;     1.84;     3.28;     2.14;     3.36;     1.05;     3.21;     3.20;     4.37;     4.12;     1.57;     4.68;     2.06;     2.84;     2.72;     2.56;     2.75;
1941;03;     2.73;     2.72;     4.05;     3.17;     4.03;     1.84;     2.93;     2.92;     4.47;     4.72;     1.83;     5.46;     2.44;     2.99;     2.84;     2.64;     3.25;
1942;03;    -0.57;    -0.58;     3.55;     2.02;     2.35;    -1.62;     0.79;     0.77;     3.10;     3.50;    -1.27;     4.55;     0.57;     0.36;     0.66;     1.03;     1.41;
1943;03;     5.68;     5.66;     5.83;     5.23;     5.63;     5.16;     5.85;     5.85;     6.28;     5.97;     5.26;     6.31;     5.50;     5.76;     5.46;     5.08;     5.62;
1944;03;     1.47;     1.45;     0.28;    -0.46;     1.14;     1.27;     1.99;     1.99;     1.88;     1.39;     2.06;     1.81;     0.20;     1.44;     0.92;     0.27;     0.94;
1945;03;     6.48;     6.47;     5.61;     4.92;     6.24;     5.77;     6.63;     6.63;     6.84;     6.45;     5.85;     7.02;     5.90;     6.70;     6.26;     5.69;     6.00;
1946;03;     3.25;     3.23;     4.34;     4.09;     4.00;     2.31;     3.40;     3.40;     4.35;     4.48;     2.34;     5.11;     3.48;     3.63;     3.42;     3.14;     3.71;
1947;03;     1.42;     1.41;     4.26;     3.39;     3.31;     0.16;     1.87;     1.86;     3.60;     3.85;    -0.23;     4.50;     2.39;     2.13;     2.18;     2.25;     2.61;
1948;03;     4.98;     4.96;     6.29;     5.38;     6.24;     4.50;     5.61;     5.60;     6.93;     6.92;     4.60;     7.60;     5.25;     5.39;     5.25;     5.08;     5.66;
1949;03;     1.93;     1.92;     1.82;     1.33;     2.47;     1.42;     2.52;     2.52;     3.20;     2.92;     2.01;     3.43;     1.39;     2.26;     1.81;     1.24;     2.03;
1950;03;     4.65;     4.63;     4.66;     4.19;     4.87;     4.38;     5.56;     5.57;     5.93;     5.26;     4.83;     5.84;     4.13;     4.78;     4.29;     3.67;     4.79;
1951;03;     1.86;     1.85;     2.73;     1.97;     2.57;     1.27;     2.50;     2.50;     3.18;     2.98;     1.63;     3.06;     1.59;     2.18;     1.84;     1.43;     2.23;
1952;03;     0.87;     0.85;     4.12;     2.43;     3.42;     0.63;     2.62;     2.61;     4.31;     4.44;     1.54;     4.93;     1.12;     1.88;     1.87;     1.85;     2.58;
1953;03;     5.06;     5.04;     4.84;     4.11;     5.47;     4.56;     4.80;     4.80;     5.15;     5.71;     4.21;     6.80;     4.76;     5.17;     4.99;     4.77;     4.80;
1954;03;     3.60;     3.59;     4.89;     4.19;     4.86;     2.83;     4.27;     4.27;     5.58;     5.45;     3.12;     5.91;     4.12;     4.21;     4.06;     3.87;     4.32;
1955;03;     0.03;     0.01;     1.16;     0.17;     0.83;    -0.58;     0.51;     0.51;     1.33;     1.38;    -0.13;     1.80;    -0.03;     0.19;     0.01;    -0.22;     0.44;
1956;03;     2.62;     2.61;     3.42;     2.06;     3.72;     2.08;     3.38;     3.38;     4.65;     4.36;     2.24;     4.48;     1.47;     2.78;     2.45;     2.04;     2.93;
1957;03;     5.40;     5.39;     7.20;     6.18;     6.91;     4.40;     6.49;     6.48;     7.90;     7.52;     4.93;     7.78;     5.86;     6.25;     6.17;     6.07;     6.36;
1958;03;    -0.11;    -0.12;    -0.07;    -1.41;    -0.26;    -0.48;     0.26;     0.26;     0.92;     0.65;    -0.25;     1.13;    -1.13;    -0.21;    -0.75;    -1.42;    -0.32;
1959;03;     6.32;     6.30;     6.42;     5.61;     6.54;     5.62;     6.34;     6.34;     7.09;     6.84;     5.46;     7.20;     6.25;     6.52;     6.28;     5.97;     6.22;
1960;03;     3.70;     3.70;     5.20;     4.10;     5.00;     2.60;     4.30;     4.30;     5.60;     5.80;     3.10;     6.40;     3.30;     3.80;     3.70;     3.40;     4.30;
1961;03;     6.44;     6.43;     5.86;     5.13;     6.19;     5.84;     6.40;     6.41;     6.77;     6.54;     5.84;     7.05;     6.12;     6.65;     6.23;     5.71;     6.04;
1962;03;     0.53;     0.52;     0.35;    -0.49;     0.10;    -0.03;     0.60;     0.60;     1.01;     0.65;     0.44;     1.04;    -0.14;     0.51;    -0.07;    -0.80;     0.21;
1963;03;     2.27;     2.26;     2.62;     1.29;     2.79;     1.13;     3.04;     3.03;     4.19;     3.48;     1.53;     4.11;     2.38;     3.03;     2.67;     2.21;     2.45;
1964;03;    -0.31;    -0.32;     1.63;     0.40;     1.05;    -0.79;     0.72;     0.72;     2.13;     1.80;    -0.13;     2.21;    -0.59;    -0.08;    -0.25;    -0.45;     0.58;
1965;03;     1.64;     1.63;     2.84;     1.30;     2.80;     1.52;     2.83;     2.84;     3.73;     3.68;     2.07;     4.30;     1.40;     2.24;     1.82;     1.30;     2.27;
1966;03;     3.66;     3.65;     2.82;     2.12;     3.37;     3.25;     4.07;     4.07;     4.17;     3.69;     3.51;     4.01;     3.05;     3.96;     3.39;     2.68;     3.27;
1967;03;     6.08;     6.07;     5.04;     4.26;     5.33;     5.68;     6.02;     6.02;     6.09;     5.67;     5.71;     6.03;     5.30;     6.10;     5.51;     4.75;     5.40;
1968;03;     4.76;     4.75;     4.07;     3.36;     4.46;     4.34;     5.11;     5.11;     5.43;     4.79;     4.66;     5.11;     4.22;     4.75;     4.23;     3.57;     4.40;
1969;03;    -0.66;    -0.67;     2.68;     1.64;     1.52;    -1.06;     0.01;     0.01;     2.04;     2.83;    -0.47;     3.67;    -0.37;    -0.42;    -0.37;    -0.32;     0.86;
1970;03;     0.89;     0.87;     1.14;     0.48;     1.62;     0.51;     1.75;     1.75;     2.21;     1.90;     1.15;     2.15;     0.54;     1.34;     0.92;     0.38;     1.16;
1971;03;     1.44;     1.42;     0.34;    -0.28;     1.20;     0.95;     1.83;     1.83;     1.96;     1.44;     1.41;     1.89;     0.60;     1.51;     0.92;     0.19;     0.95;
1972;03;     5.32;     5.31;     5.57;     5.07;     5.40;     4.36;     5.37;     5.37;     6.08;     5.70;     4.42;     6.26;     5.29;     5.42;     5.14;     4.80;     5.29;
1973;03;     4.86;     4.84;     2.80;     2.20;     4.12;     4.62;     4.93;     4.94;     4.84;     4.24;     4.92;     4.51;     3.89;     4.72;     4.08;     3.27;     3.91;
1974;03;     5.45;     5.43;     6.14;     5.88;     5.99;     4.14;     5.52;     5.52;     6.14;     6.09;     4.28;     6.73;     5.67;     5.83;     5.56;     5.23;     5.65;
1975;03;     3.87;     3.86;     3.22;     3.08;     3.75;     3.20;     4.10;     4.10;     4.35;     3.67;     3.38;     3.87;     3.69;     3.88;     3.53;     3.08;     3.60;
1976;03;     0.83;     0.81;     2.35;     0.86;     1.91;     0.25;     1.46;     1.46;     2.53;     2.58;     0.73;     3.15;     0.29;     1.11;     0.79;     0.39;     1.34;
1977;03;     6.07;     6.05;     6.67;     5.95;     6.45;     5.02;     6.13;     6.13;     6.90;     6.65;     5.28;     6.99;     6.04;     6.28;     6.00;     5.64;     6.14;
1978;03;     5.17;     5.15;     4.72;     3.83;     5.26;     3.90;     5.49;     5.49;     5.88;     5.45;     4.29;     5.58;     4.74;     5.61;     5.11;     4.48;     4.84;
1979;03;     3.15;     3.14;     4.77;     3.95;     3.96;     2.06;     3.43;     3.43;     4.28;     4.45;     2.33;     4.84;     3.46;     3.44;     3.24;     2.99;     3.67;
1980;03;     2.19;     2.18;     4.30;     3.42;     4.17;     1.33;     3.35;     3.34;     4.55;     4.71;     1.92;     4.98;     2.39;     2.95;     2.85;     2.72;     3.32;
1981;03;     6.58;     6.57;     7.00;     6.41;     7.26;     5.30;     7.04;     7.03;     8.03;     7.60;     5.25;     7.97;     6.79;     7.19;     6.90;     6.53;     6.80;
1982;03;     4.94;     4.93;     3.75;     3.38;     4.06;     4.11;     4.55;     4.56;     4.82;     4.29;     4.16;     4.69;     4.52;     4.77;     4.25;     3.60;     4.18;
1983;03;     5.14;     5.13;     4.49;     3.77;     4.57;     4.30;     4.97;     4.97;     5.15;     4.75;     4.16;     5.10;     4.48;     5.17;     4.65;     4.00;     4.55;
1984;03;     2.25;     2.23;     1.60;     1.16;     2.29;     1.57;     2.49;     2.49;     3.35;     2.78;     1.93;     3.19;     1.69;     2.17;     1.73;     1.17;     2.00;
1985;03;     3.29;     3.27;     2.76;     1.99;     3.16;     2.39;     3.17;     3.18;     3.81;     3.37;     2.46;     3.63;     2.78;     3.19;     2.79;     2.29;     2.84;
1986;03;     3.05;     3.03;     3.00;     2.51;     3.23;     2.22;     3.40;     3.40;     4.08;     3.55;     2.50;     3.85;     2.98;     3.16;     2.88;     2.53;     3.03;
1987;03;    -0.34;    -0.36;     0.31;    -1.38;    -0.22;    -1.01;    -0.23;    -0.22;     1.00;     1.06;    -0.23;     1.69;    -1.56;    -0.75;    -1.37;    -2.14;    -0.44;
1988;03;     2.68;     2.67;     2.72;     1.76;     2.91;     2.48;     3.43;     3.43;     3.81;     3.55;     2.94;     4.17;     1.87;     2.93;     2.47;     1.89;     2.72;
1989;03;     6.93;     6.91;     7.25;     6.41;     7.04;     6.27;     7.24;     7.24;     7.87;     7.64;     6.64;     7.94;     6.87;     7.24;     6.84;     6.32;     6.98;
1990;03;     7.56;     7.55;     6.54;     6.06;     6.88;     7.00;     7.40;     7.40;     7.62;     7.11;     6.83;     7.50;     6.97;     7.45;     6.96;     6.34;     6.92;
1991;03;     6.27;     6.26;     6.47;     5.44;     6.49;     5.40;     7.26;     7.26;     7.92;     7.06;     5.98;     7.60;     6.11;     6.74;     6.32;     5.79;     6.41;
1992;03;     4.97;     4.95;     4.79;     3.92;     4.87;     4.74;     5.43;     5.44;     5.89;     5.39;     5.11;     5.92;     4.34;     5.11;     4.63;     4.04;     4.84;
1993;03;     3.76;     3.74;     3.53;     2.38;     3.98;     3.52;     4.23;     4.23;     5.00;     4.63;     3.70;     5.18;     3.02;     4.02;     3.56;     2.99;     3.64;
1994;03;     5.72;     5.71;     7.66;     6.67;     6.53;     4.63;     6.05;     6.04;     6.91;     7.07;     4.76;     7.55;     6.00;     6.30;     6.08;     5.79;     6.34;
1995;03;     3.60;     3.59;     2.81;     2.23;     3.00;     3.19;     3.61;     3.61;     3.93;     3.44;     3.35;     3.82;     2.91;     3.53;     3.01;     2.36;     3.11;
1996;03;     0.54;     0.53;     1.71;     0.40;     1.66;    -0.22;     1.25;     1.25;     2.45;     2.39;     0.37;     3.09;    -0.05;     0.77;     0.45;     0.03;     1.00;
1997;03;     5.06;     5.05;     6.51;     5.47;     6.78;     4.46;     5.86;     5.85;     7.33;     7.21;     4.65;     7.61;     4.96;     5.59;     5.51;     5.41;     5.84;
1998;03;     4.56;     4.54;     4.95;     3.97;     5.44;     4.21;     5.89;     5.89;     6.35;     5.83;     5.17;     6.27;     4.14;     5.21;     4.84;     4.37;     4.98;
1999;03;     5.27;     5.26;     5.23;     4.75;     5.61;     4.76;     6.00;     6.00;     6.65;     5.85;     5.23;     6.20;     5.09;     5.62;     5.26;     4.81;     5.41;
2000;03;     5.09;     5.08;     5.17;     4.48;     5.69;     4.63;     5.68;     5.68;     6.08;     5.84;     4.87;     6.04;     4.36;     5.59;     5.22;     4.76;     5.17;
2001;03;     2.99;     2.98;     6.04;     5.15;     4.61;     2.31;     3.44;     3.44;     4.86;     5.62;     2.32;     6.26;     3.40;     3.55;     3.54;     3.52;     4.23;
2002;03;     5.24;     5.22;     5.73;     4.90;     5.49;     4.84;     5.67;     5.67;     6.39;     6.11;     5.02;     6.46;     4.83;     5.45;     5.08;     4.61;     5.39;
2003;03;     4.21;     4.20;     6.06;     4.75;     6.23;     3.74;     5.56;     5.55;     7.07;     7.15;     4.53;     7.84;     4.48;     5.02;     4.91;     4.79;     5.34;
2004;03;     4.86;     4.85;     3.57;     2.79;     4.15;     4.36;     4.92;     4.92;     5.00;     4.43;     4.47;     4.78;     3.91;     4.77;     4.22;     3.52;     4.11;
2005;03;     3.17;     3.15;     3.75;     2.48;     4.62;     2.36;     4.28;     4.28;     5.69;     5.18;     2.80;     5.41;     2.60;     3.82;     3.49;     3.07;     3.63;
2006;03;     1.20;     1.18;     1.99;     1.08;     1.83;     0.47;     1.73;     1.72;     2.66;     2.53;     0.58;     3.21;     0.98;     1.66;     1.33;     0.91;     1.52;
2007;03;     7.06;     7.04;     5.13;     5.09;     6.00;     6.74;     7.05;     7.06;     6.95;     6.12;     6.87;     6.22;     6.02;     6.89;     6.27;     5.50;     6.18;
2008;03;     4.57;     4.56;     3.92;     3.45;     4.23;     4.31;     4.82;     4.82;     4.88;     4.37;     4.53;     4.58;     4.03;     4.74;     4.29;     3.72;     4.24;
2009;03;     4.99;     4.98;     3.57;     3.09;     4.24;     4.48;     5.12;     5.12;     5.12;     4.62;     4.85;     4.83;     4.26;     5.02;     4.43;     3.69;     4.30;
2010;03;     4.57;     4.56;     3.81;     3.28;     4.34;     3.96;     4.86;     4.87;     5.07;     4.68;     4.25;     4.96;     3.80;     4.69;     4.25;     3.69;     4.20;
2011;03;     4.48;     4.46;     5.62;     4.76;     5.52;     3.61;     4.68;     4.68;     5.78;     6.35;     3.77;     6.83;     4.46;     4.75;     4.61;     4.43;     4.91;
2012;03;     7.01;     6.99;     6.93;     6.13;     7.30;     6.24;     7.39;     7.39;     7.94;     7.78;     6.42;     8.10;     6.45;     7.42;     7.08;     6.65;     6.94;
2013;03;    -1.15;    -1.16;     1.51;     0.66;     0.33;    -0.99;    -0.19;    -0.19;     1.02;     1.34;    -0.50;     1.95;    -1.53;    -1.13;    -1.25;    -1.41;     0.07;
2014;03;     7.13;     7.11;     6.74;     6.31;     7.11;     6.54;     7.22;     7.22;     7.86;     7.59;     6.53;     7.76;     6.88;     7.20;     6.90;     6.51;     6.94;
2015;03;     5.60;     5.59;     5.17;     4.59;     4.97;     5.25;     5.61;     5.61;     5.54;     5.37;     5.36;     5.74;     4.95;     5.51;     5.02;     4.39;     5.18;
2016;03;     4.44;     4.43;     3.74;     3.46;     3.87;     4.19;     4.54;     4.55;     4.37;     4.07;     4.31;     4.33;     3.67;     4.43;     3.94;     3.29;     4.01;
2017;03;     7.02;     7.01;     7.39;     6.72;     7.47;     6.23;     7.47;     7.46;     8.33;     8.14;     6.31;     8.41;     6.78;     7.38;     7.09;     6.72;     7.20;
2018;03;     1.40;     1.39;     3.19;     2.24;     2.83;     0.76;     2.62;     2.61;     3.80;     3.55;     1.56;     3.81;     1.32;     1.96;     1.79;     1.58;     2.36;
2019;03;     6.84;     6.83;     6.39;     5.89;     6.58;     6.38;     7.07;     7.07;     7.17;     6.92;     6.47;     7.21;     6.44;     7.11;     6.67;     6.10;     6.58;
2020;03;     5.17;     5.15;     5.17;     4.61;     5.59;     4.90;     5.81;     5.81;     6.23;     6.03;     5.31;     6.31;     4.56;     5.40;     5.02;     4.51;     5.27;
2021;03;     4.94;     4.92;     4.51;     3.79;     4.91;     4.66;     5.41;     5.41;     5.78;     5.55;     4.85;     5.83;     4.25;     5.21;     4.76;     4.17;     4.77;
2022;03;     4.76;     4.74;     5.40;     4.39;     5.37;     4.46;     5.45;     5.45;     6.59;     6.43;     4.79;     6.95;     4.18;     4.82;     4.49;     4.05;     5.09;
2023;03;     5.59;     5.58;     6.23;     5.44;     5.83;     5.12;     5.90;     5.90;     6.30;     6.32;     5.32;     6.57;     5.29;     5.90;     5.59;     5.19;     5.74;
2024;03;     7.71;     7.69;     7.39;     7.13;     7.33;     7.00;     7.79;     7.79;     8.34;     7.97;     6.98;     8.26;     7.32;     7.60;     7.24;     6.77;     7.48;
